path,split,true_label,predicted_label,top3,top1_score,top2_score,margin,outcome,collapse_path,latency_ms,any_baseline_correct,baseline_right_hl_wrong,hl_right_all_baselines_wrong
data\phase2\val\golden_retriever\n02099601_317.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""school_bus"", ""king_penguin""]",0.4862517951205997,0.41581305231142673,0.07043874280917295,correct,golden_retriever->golden_retriever,73.57480004429817,False,False,True
data\phase2\val\golden_retriever\n02099601_318.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""teapot"", ""banana""]",0.5586737816338023,0.4924488286201807,0.06622495301362163,correct,golden_retriever->golden_retriever,74.80019982904196,True,False,False
data\phase2\val\golden_retriever\n02099601_319.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""brown_bear"", ""sports_car""]",0.5748556104322922,0.44294025255338065,0.1319153578789115,miss,golden_retriever->king_penguin,80.28990007005632,False,False,False
data\phase2\val\golden_retriever\n02099601_32.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""teapot""]",0.7086546527524089,0.465269740508297,0.2433849122441119,top3_rescue,golden_retriever->banana,80.66940004937351,True,True,False
data\phase2\val\golden_retriever\n02099601_320.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""sports_car"", ""brown_bear""]",0.5182260407357261,0.48828282836196596,0.02994321237376013,miss,golden_retriever->king_penguin,77.6265999302268,False,False,False
data\phase2\val\golden_retriever\n02099601_321.JPEG,val,golden_retriever,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.6481617310342582,0.5107962969762039,0.13736543405805435,miss,golden_retriever->banana,65.95370010472834,False,False,False
data\phase2\val\golden_retriever\n02099601_322.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""mushroom"", ""brown_bear""]",0.5618231127180875,0.4792342032584253,0.08258890945966219,correct,golden_retriever->golden_retriever,73.4852000605315,False,False,True
data\phase2\val\golden_retriever\n02099601_323.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.5265592920543994,0.4746660310964414,0.05189326095795804,top3_rescue,golden_retriever->banana,74.86910000443459,True,True,False
data\phase2\val\golden_retriever\n02099601_324.JPEG,val,golden_retriever,brown_bear,"[""brown_bear"", ""golden_retriever"", ""king_penguin""]",0.44448492279531165,0.4363327627792856,0.008152160016026033,top3_rescue,golden_retriever->brown_bear,89.17369996197522,True,True,False
data\phase2\val\golden_retriever\n02099601_325.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""school_bus"", ""banana""]",0.5048466898384076,0.4356685411761936,0.06917814866221406,correct,golden_retriever->golden_retriever,75.41380007751286,True,False,False
data\phase2\val\golden_retriever\n02099601_326.JPEG,val,golden_retriever,banana,"[""banana"", ""orange"", ""golden_retriever""]",0.703651627102645,0.5195663177159846,0.18408530938666035,top3_rescue,golden_retriever->banana,77.9581000097096,True,True,False
data\phase2\val\golden_retriever\n02099601_327.JPEG,val,golden_retriever,banana,"[""banana"", ""orange"", ""golden_retriever""]",0.6917569171975664,0.5017128300820348,0.19004408711553156,top3_rescue,golden_retriever->banana,76.00629981607199,True,True,False
data\phase2\val\golden_retriever\n02099601_328.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.602291725190012,0.5644521991186171,0.03783952607139485,top3_rescue,golden_retriever->banana,75.73949988000095,True,True,False
data\phase2\val\golden_retriever\n02099601_329.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""teapot"", ""banana""]",0.5637207034094955,0.40046594940960184,0.1632547539998937,correct,golden_retriever->golden_retriever,84.82830016873777,True,False,False
data\phase2\val\golden_retriever\n02099601_33.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""teapot"", ""sports_car""]",0.5842187240794918,0.5138490425862493,0.07036968149324252,miss,golden_retriever->king_penguin,86.0145001206547,False,False,False
data\phase2\val\golden_retriever\n02099601_330.JPEG,val,golden_retriever,banana,"[""banana"", ""school_bus"", ""golden_retriever""]",0.5350234811639257,0.5243316819325067,0.010691799231419052,top3_rescue,golden_retriever->banana,77.39569991827011,True,True,False
data\phase2\val\golden_retriever\n02099601_331.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""brown_bear"", ""sports_car""]",0.6544344817301027,0.4874259826224916,0.16700849910761106,miss,golden_retriever->king_penguin,79.50190012343228,True,True,False
data\phase2\val\golden_retriever\n02099601_332.JPEG,val,golden_retriever,banana,"[""banana"", ""mushroom"", ""golden_retriever""]",0.5898740302475727,0.5757772546142143,0.014096775633358427,top3_rescue,golden_retriever->banana,77.63419998809695,False,False,False
data\phase2\val\golden_retriever\n02099601_333.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""mushroom""]",0.4912813067845215,0.41770295227604604,0.07357835450847544,correct,golden_retriever->golden_retriever,77.65559991821647,False,False,True
data\phase2\val\golden_retriever\n02099601_334.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""mushroom"", ""sports_car""]",0.6759889579856607,0.4646788278568649,0.21131013012879585,miss,golden_retriever->king_penguin,58.545000152662396,True,True,False
data\phase2\val\golden_retriever\n02099601_335.JPEG,val,golden_retriever,banana,"[""banana"", ""school_bus"", ""mushroom""]",0.6417722846661086,0.5899136145123971,0.051858670153711484,miss,golden_retriever->banana,93.65569986402988,True,True,False
data\phase2\val\golden_retriever\n02099601_336.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""golden_retriever"", ""brown_bear""]",0.5596658523900668,0.4854429702395589,0.07422288215050793,top3_rescue,golden_retriever->king_penguin,63.09079984202981,False,False,False
data\phase2\val\golden_retriever\n02099601_337.JPEG,val,golden_retriever,banana,"[""banana"", ""orange"", ""golden_retriever""]",0.6633625072666338,0.4954972629918123,0.16786524427482152,top3_rescue,golden_retriever->banana,78.51459993980825,False,False,False
data\phase2\val\golden_retriever\n02099601_338.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.4866545079305032,0.47438754899051344,0.012266958939989747,top3_rescue,golden_retriever->banana,78.487099846825,True,True,False
data\phase2\val\golden_retriever\n02099601_339.JPEG,val,golden_retriever,banana,"[""banana"", ""king_penguin"", ""brown_bear""]",0.5246246204211883,0.4045533991507265,0.12007122127046177,miss,golden_retriever->banana,72.00650009326637,True,True,False
data\phase2\val\golden_retriever\n02099601_34.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""teapot""]",0.6056594260048727,0.42516837172858396,0.1804910542762887,top3_rescue,golden_retriever->banana,78.46689992584288,True,True,False
data\phase2\val\golden_retriever\n02099601_340.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""teapot"", ""orange""]",0.5670671216430783,0.514923721341925,0.052143400301153275,correct,golden_retriever->golden_retriever,76.1288998182863,False,False,True
data\phase2\val\golden_retriever\n02099601_341.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""teapot""]",0.5071845355551171,0.5043600400268513,0.0028244955282658024,correct,golden_retriever->golden_retriever,85.98360000178218,True,False,False
data\phase2\val\golden_retriever\n02099601_342.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.612654432613858,0.4955865660013309,0.1170678666125271,top3_rescue,golden_retriever->banana,86.72670018859208,True,True,False
data\phase2\val\golden_retriever\n02099601_343.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""mushroom"", ""brown_bear""]",0.4580844009527325,0.4562958162441275,0.00178858470860499,correct,golden_retriever->golden_retriever,69.49760019779205,True,False,False
data\phase2\val\golden_retriever\n02099601_344.JPEG,val,golden_retriever,banana,"[""banana"", ""mushroom"", ""orange""]",0.628536230740748,0.41127048911815284,0.2172657416225952,miss,golden_retriever->banana,64.39159996807575,False,False,False
data\phase2\val\golden_retriever\n02099601_345.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""teapot""]",0.5739705293213327,0.5496054746004561,0.02436505472087669,correct,golden_retriever->golden_retriever,75.56949998252094,True,False,False
data\phase2\val\golden_retriever\n02099601_346.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""teapot""]",0.5429734026633355,0.5295361397905424,0.013437262872793121,correct,golden_retriever->golden_retriever,82.04369992017746,True,False,False
data\phase2\val\golden_retriever\n02099601_347.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.6688285380238861,0.502664004864874,0.16616453315901214,top3_rescue,golden_retriever->banana,73.54659982956946,True,True,False
data\phase2\val\golden_retriever\n02099601_348.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""mushroom"", ""brown_bear""]",0.5632707072328943,0.46450173225390207,0.09876897497899223,miss,golden_retriever->king_penguin,77.2446000482887,True,True,False
data\phase2\val\golden_retriever\n02099601_349.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""brown_bear"", ""king_penguin""]",0.5714353470529837,0.4886551956215105,0.08278015143147321,correct,golden_retriever->golden_retriever,74.95740009471774,True,False,False
data\phase2\val\golden_retriever\n02099601_35.JPEG,val,golden_retriever,banana,"[""banana"", ""mushroom"", ""school_bus""]",0.5673497212945308,0.4215118100816552,0.14583791121287554,miss,golden_retriever->banana,67.36910017207265,True,True,False
data\phase2\val\golden_retriever\n02099601_350.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""king_penguin"", ""brown_bear""]",0.45798143027574106,0.3875464063829173,0.07043502389282374,correct,golden_retriever->golden_retriever,74.87430004402995,True,False,False
data\phase2\val\golden_retriever\n02099601_351.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.6960588870868285,0.4898074196609669,0.2062514674258616,top3_rescue,golden_retriever->banana,84.01069999672472,True,True,False
data\phase2\val\golden_retriever\n02099601_352.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""mushroom""]",0.5955295666334065,0.5194893347992283,0.07604023183417818,correct,golden_retriever->golden_retriever,82.99480006098747,True,False,False
data\phase2\val\golden_retriever\n02099601_353.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.6527377364003426,0.4670516245826492,0.1856861118176934,top3_rescue,golden_retriever->banana,83.34459993056953,True,True,False
data\phase2\val\golden_retriever\n02099601_354.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""school_bus""]",0.5728285292936766,0.4949057149725391,0.07792281432113746,correct,golden_retriever->golden_retriever,85.05069999955595,False,False,True
data\phase2\val\golden_retriever\n02099601_355.JPEG,val,golden_retriever,banana,"[""banana"", ""orange"", ""golden_retriever""]",0.6449715735627224,0.5445667161630297,0.10040485739969274,top3_rescue,golden_retriever->banana,95.38279986009002,False,False,False
data\phase2\val\golden_retriever\n02099601_356.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""jellyfish"", ""brown_bear""]",0.5275102473384745,0.44031588450396714,0.08719436283450738,miss,golden_retriever->king_penguin,80.64080006442964,True,True,False
data\phase2\val\golden_retriever\n02099601_357.JPEG,val,golden_retriever,banana,"[""banana"", ""orange"", ""golden_retriever""]",0.7011944868390927,0.49600666447589364,0.20518782236319905,top3_rescue,golden_retriever->banana,81.10509999096394,False,False,False
data\phase2\val\golden_retriever\n02099601_358.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.614671874538357,0.5359521127942017,0.07871976174415529,top3_rescue,golden_retriever->banana,76.82990003377199,False,False,False
data\phase2\val\golden_retriever\n02099601_359.JPEG,val,golden_retriever,banana,"[""banana"", ""school_bus"", ""golden_retriever""]",0.7214524669237117,0.5134646782553542,0.20798778866835743,top3_rescue,golden_retriever->banana,73.18950002081692,True,True,False
data\phase2\val\golden_retriever\n02099601_36.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""golden_retriever"", ""brown_bear""]",0.5698755254396491,0.4660164785496129,0.10385904689003622,top3_rescue,golden_retriever->king_penguin,84.29930009879172,True,True,False
data\phase2\val\golden_retriever\n02099601_360.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""teapot""]",0.5614367656364947,0.4765934378648736,0.08484332777162107,correct,golden_retriever->golden_retriever,81.70109987258911,False,False,True
data\phase2\val\golden_retriever\n02099601_361.JPEG,val,golden_retriever,teapot,"[""teapot"", ""king_penguin"", ""golden_retriever""]",0.5242243199888023,0.5218807226673637,0.0023435973214385175,top3_rescue,golden_retriever->teapot,67.99159990623593,True,True,False
data\phase2\val\golden_retriever\n02099601_362.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""teapot""]",0.6150021586789619,0.5529312022533938,0.06207095642556815,top3_rescue,golden_retriever->banana,75.80470014363527,True,True,False
data\phase2\val\golden_retriever\n02099601_363.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""teapot"", ""king_penguin""]",0.5143440871003703,0.5100631097948152,0.0042809773055551,correct,golden_retriever->golden_retriever,81.08090003952384,True,False,False
data\phase2\val\golden_retriever\n02099601_364.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.6391573211007746,0.4902675926265287,0.14888972847424592,top3_rescue,golden_retriever->banana,67.49629997648299,False,False,False
data\phase2\val\golden_retriever\n02099601_365.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""banana"", ""teapot""]",0.5145913321467105,0.5082341537447663,0.0063571784019441635,correct,golden_retriever->golden_retriever,71.06649992056191,False,False,True
data\phase2\val\golden_retriever\n02099601_366.JPEG,val,golden_retriever,golden_retriever,"[""golden_retriever"", ""school_bus"", ""brown_bear""]",0.5151920947862109,0.4918591089110049,0.023332985875205936,correct,golden_retriever->golden_retriever,75.48010000027716,True,False,False
data\phase2\val\golden_retriever\n02099601_367.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.5204610230473121,0.5187049170653496,0.001756105981962519,top3_rescue,golden_retriever->banana,74.83669999055564,True,True,False
data\phase2\val\golden_retriever\n02099601_368.JPEG,val,golden_retriever,mushroom,"[""mushroom"", ""king_penguin"", ""brown_bear""]",0.48143810692815786,0.4654890383017421,0.015949068626415763,miss,golden_retriever->mushroom,66.12840015441179,False,False,False
data\phase2\val\golden_retriever\n02099601_369.JPEG,val,golden_retriever,king_penguin,"[""king_penguin"", ""teapot"", ""brown_bear""]",0.6568648318176806,0.4298315079454625,0.22703332387221814,miss,golden_retriever->king_penguin,71.86340005137026,False,False,False
data\phase2\val\golden_retriever\n02099601_37.JPEG,val,golden_retriever,banana,"[""banana"", ""school_bus"", ""golden_retriever""]",0.6415234057184631,0.48490494616167185,0.15661845955679127,top3_rescue,golden_retriever->banana,80.89579991064966,True,True,False
data\phase2\val\golden_retriever\n02099601_370.JPEG,val,golden_retriever,mushroom,"[""mushroom"", ""school_bus"", ""king_penguin""]",0.5687951189636882,0.522492066380341,0.046303052583347215,miss,golden_retriever->mushroom,73.60599981620908,False,False,False
data\phase2\val\golden_retriever\n02099601_371.JPEG,val,golden_retriever,mushroom,"[""mushroom"", ""golden_retriever"", ""school_bus""]",0.45148120581058654,0.4232344492216181,0.028246756588968414,top3_rescue,golden_retriever->mushroom,73.96149984560907,False,False,False
data\phase2\val\golden_retriever\n02099601_372.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""teapot""]",0.5812360694485662,0.5027570338550821,0.07847903559348413,top3_rescue,golden_retriever->banana,79.97570000588894,True,True,False
data\phase2\val\golden_retriever\n02099601_373.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""orange""]",0.6111016560989488,0.5531369656319456,0.057964690467003255,top3_rescue,golden_retriever->banana,86.17749996483326,True,True,False
data\phase2\val\golden_retriever\n02099601_374.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.5948821827180566,0.48232723102802527,0.11255495169003132,top3_rescue,golden_retriever->banana,81.70460001565516,True,True,False
data\phase2\val\golden_retriever\n02099601_375.JPEG,val,golden_retriever,school_bus,"[""school_bus"", ""brown_bear"", ""banana""]",0.46505994840775766,0.42042009363406596,0.0446398547736917,miss,golden_retriever->school_bus,80.13650006614625,False,False,False
data\phase2\val\golden_retriever\n02099601_376.JPEG,val,golden_retriever,banana,"[""banana"", ""golden_retriever"", ""school_bus""]",0.6494379941901508,0.5235412055277665,0.1258967886623843,top3_rescue,golden_retriever->banana,70.81940001808107,True,True,False
data\phase2\val\golden_retriever\n02099601_377.JPEG,val,golden_retriever,teapot,"[""teapot"", ""king_penguin"", ""golden_retriever""]",0.5308175553046184,0.44917667242609877,0.08164088287851962,top3_rescue,golden_retriever->teapot,71.6285000089556,False,False,False
